"","Gargett.ï..Year","Gargett.Season","Gargett.Scenario","Gargett.Site","Gargett.Habitat","Mirani.ï..Year","Mirani.Season","Mirani.Scenario","Mirani.Site","Mirani.Habitat","Sarichs.ï..Year","Sarichs.Season","Sarichs.Scenario","Sarichs.Site","Sarichs.Habitat","Whitefd.ï..Year","Whitefd.Season","Whitefd.Scenario","Whitefd.Site","Whitefd.Habitat"
"408",1906,"Oct-Dec","PD","Gargett",8.12,1906,"Oct-Dec","PD","Mirani",5.22,1906,"Oct-Dec","PD","Sarichs",1.33,1906,"Oct-Dec","PD","Whitefd",1.2
"409",1907,"Oct-Dec","PD","Gargett",4.84,1907,"Oct-Dec","PD","Mirani",2.36,1907,"Oct-Dec","PD","Sarichs",0.13,1907,"Oct-Dec","PD","Whitefd",0.03
"410",1908,"Oct-Dec","PD","Gargett",2.52,1908,"Oct-Dec","PD","Mirani",0.72,1908,"Oct-Dec","PD","Sarichs",0,1908,"Oct-Dec","PD","Whitefd",0.27
"411",1909,"Oct-Dec","PD","Gargett",1.38,1909,"Oct-Dec","PD","Mirani",0.27,1909,"Oct-Dec","PD","Sarichs",0.11,1909,"Oct-Dec","PD","Whitefd",0.07
"412",1910,"Oct-Dec","PD","Gargett",5.9,1910,"Oct-Dec","PD","Mirani",1.98,1910,"Oct-Dec","PD","Sarichs",0.05,1910,"Oct-Dec","PD","Whitefd",1.17
"413",1911,"Oct-Dec","PD","Gargett",1.68,1911,"Oct-Dec","PD","Mirani",0.48,1911,"Oct-Dec","PD","Sarichs",0,1911,"Oct-Dec","PD","Whitefd",0.53
"414",1912,"Oct-Dec","PD","Gargett",7.62,1912,"Oct-Dec","PD","Mirani",3.29,1912,"Oct-Dec","PD","Sarichs",0.1,1912,"Oct-Dec","PD","Whitefd",0.95
"415",1913,"Oct-Dec","PD","Gargett",5.96,1913,"Oct-Dec","PD","Mirani",2.25,1913,"Oct-Dec","PD","Sarichs",0.15,1913,"Oct-Dec","PD","Whitefd",1.42
"416",1914,"Oct-Dec","PD","Gargett",7.65,1914,"Oct-Dec","PD","Mirani",3.79,1914,"Oct-Dec","PD","Sarichs",0.13,1914,"Oct-Dec","PD","Whitefd",0.88
"417",1915,"Oct-Dec","PD","Gargett",1.61,1915,"Oct-Dec","PD","Mirani",0.75,1915,"Oct-Dec","PD","Sarichs",0,1915,"Oct-Dec","PD","Whitefd",0
"418",1916,"Oct-Dec","PD","Gargett",8.96,1916,"Oct-Dec","PD","Mirani",8.14,1916,"Oct-Dec","PD","Sarichs",1.15,1916,"Oct-Dec","PD","Whitefd",0.72
"419",1917,"Oct-Dec","PD","Gargett",7.51,1917,"Oct-Dec","PD","Mirani",6.67,1917,"Oct-Dec","PD","Sarichs",1.87,1917,"Oct-Dec","PD","Whitefd",1.65
"420",1918,"Oct-Dec","PD","Gargett",4.98,1918,"Oct-Dec","PD","Mirani",1.39,1918,"Oct-Dec","PD","Sarichs",0,1918,"Oct-Dec","PD","Whitefd",0.98
"421",1919,"Oct-Dec","PD","Gargett",7.96,1919,"Oct-Dec","PD","Mirani",1.98,1919,"Oct-Dec","PD","Sarichs",0,1919,"Oct-Dec","PD","Whitefd",1.25
"422",1920,"Oct-Dec","PD","Gargett",9.13,1920,"Oct-Dec","PD","Mirani",9.97,1920,"Oct-Dec","PD","Sarichs",0,1920,"Oct-Dec","PD","Whitefd",0.29
"423",1921,"Oct-Dec","PD","Gargett",13.17,1921,"Oct-Dec","PD","Mirani",12.92,1921,"Oct-Dec","PD","Sarichs",5.59,1921,"Oct-Dec","PD","Whitefd",4.74
"424",1922,"Oct-Dec","PD","Gargett",4.49,1922,"Oct-Dec","PD","Mirani",1.42,1922,"Oct-Dec","PD","Sarichs",0.05,1922,"Oct-Dec","PD","Whitefd",0.11
"425",1923,"Oct-Dec","PD","Gargett",1.75,1923,"Oct-Dec","PD","Mirani",0.31,1923,"Oct-Dec","PD","Sarichs",0,1923,"Oct-Dec","PD","Whitefd",0.04
"426",1924,"Oct-Dec","PD","Gargett",10.73,1924,"Oct-Dec","PD","Mirani",8.98,1924,"Oct-Dec","PD","Sarichs",0.1,1924,"Oct-Dec","PD","Whitefd",0.76
"427",1925,"Oct-Dec","PD","Gargett",7.5,1925,"Oct-Dec","PD","Mirani",2.05,1925,"Oct-Dec","PD","Sarichs",0,1925,"Oct-Dec","PD","Whitefd",0.21
"428",1926,"Oct-Dec","PD","Gargett",7.4,1926,"Oct-Dec","PD","Mirani",3.4,1926,"Oct-Dec","PD","Sarichs",0,1926,"Oct-Dec","PD","Whitefd",0.5
"429",1927,"Oct-Dec","PD","Gargett",6.86,1927,"Oct-Dec","PD","Mirani",3.98,1927,"Oct-Dec","PD","Sarichs",0.16,1927,"Oct-Dec","PD","Whitefd",0.14
"430",1928,"Oct-Dec","PD","Gargett",5.28,1928,"Oct-Dec","PD","Mirani",2.65,1928,"Oct-Dec","PD","Sarichs",0.81,1928,"Oct-Dec","PD","Whitefd",0.53
"431",1929,"Oct-Dec","PD","Gargett",4.63,1929,"Oct-Dec","PD","Mirani",1.52,1929,"Oct-Dec","PD","Sarichs",0.41,1929,"Oct-Dec","PD","Whitefd",1.06
"432",1930,"Oct-Dec","PD","Gargett",8.67,1930,"Oct-Dec","PD","Mirani",5.79,1930,"Oct-Dec","PD","Sarichs",0.38,1930,"Oct-Dec","PD","Whitefd",0.88
"433",1931,"Oct-Dec","PD","Gargett",3.87,1931,"Oct-Dec","PD","Mirani",1.65,1931,"Oct-Dec","PD","Sarichs",0.54,1931,"Oct-Dec","PD","Whitefd",0.23
"434",1932,"Oct-Dec","PD","Gargett",3.68,1932,"Oct-Dec","PD","Mirani",1.92,1932,"Oct-Dec","PD","Sarichs",0,1932,"Oct-Dec","PD","Whitefd",0.04
"435",1933,"Oct-Dec","PD","Gargett",14.24,1933,"Oct-Dec","PD","Mirani",8.12,1933,"Oct-Dec","PD","Sarichs",4.4,1933,"Oct-Dec","PD","Whitefd",2.07
"436",1934,"Oct-Dec","PD","Gargett",7.59,1934,"Oct-Dec","PD","Mirani",5.69,1934,"Oct-Dec","PD","Sarichs",0.62,1934,"Oct-Dec","PD","Whitefd",0.69
"437",1935,"Oct-Dec","PD","Gargett",2.13,1935,"Oct-Dec","PD","Mirani",0.4,1935,"Oct-Dec","PD","Sarichs",0,1935,"Oct-Dec","PD","Whitefd",0
"438",1936,"Oct-Dec","PD","Gargett",7.12,1936,"Oct-Dec","PD","Mirani",3.61,1936,"Oct-Dec","PD","Sarichs",0.59,1936,"Oct-Dec","PD","Whitefd",1.23
"439",1937,"Oct-Dec","PD","Gargett",3.41,1937,"Oct-Dec","PD","Mirani",1.12,1937,"Oct-Dec","PD","Sarichs",0,1937,"Oct-Dec","PD","Whitefd",0
"440",1938,"Oct-Dec","PD","Gargett",5.18,1938,"Oct-Dec","PD","Mirani",1.8,1938,"Oct-Dec","PD","Sarichs",0,1938,"Oct-Dec","PD","Whitefd",0.29
"441",1939,"Oct-Dec","PD","Gargett",5.78,1939,"Oct-Dec","PD","Mirani",2.03,1939,"Oct-Dec","PD","Sarichs",0,1939,"Oct-Dec","PD","Whitefd",0.07
"442",1940,"Oct-Dec","PD","Gargett",9.22,1940,"Oct-Dec","PD","Mirani",7.77,1940,"Oct-Dec","PD","Sarichs",2.34,1940,"Oct-Dec","PD","Whitefd",3
"443",1941,"Oct-Dec","PD","Gargett",7.09,1941,"Oct-Dec","PD","Mirani",4.3,1941,"Oct-Dec","PD","Sarichs",0.63,1941,"Oct-Dec","PD","Whitefd",1.1
"444",1942,"Oct-Dec","PD","Gargett",8.55,1942,"Oct-Dec","PD","Mirani",7.82,1942,"Oct-Dec","PD","Sarichs",1.25,1942,"Oct-Dec","PD","Whitefd",1.32
"445",1943,"Oct-Dec","PD","Gargett",6.44,1943,"Oct-Dec","PD","Mirani",1.99,1943,"Oct-Dec","PD","Sarichs",0,1943,"Oct-Dec","PD","Whitefd",0.34
"446",1944,"Oct-Dec","PD","Gargett",4.74,1944,"Oct-Dec","PD","Mirani",1.67,1944,"Oct-Dec","PD","Sarichs",0,1944,"Oct-Dec","PD","Whitefd",0.16
"447",1945,"Oct-Dec","PD","Gargett",6.65,1945,"Oct-Dec","PD","Mirani",2.91,1945,"Oct-Dec","PD","Sarichs",0.35,1945,"Oct-Dec","PD","Whitefd",0.66
"448",1946,"Oct-Dec","PD","Gargett",3.06,1946,"Oct-Dec","PD","Mirani",1.64,1946,"Oct-Dec","PD","Sarichs",0,1946,"Oct-Dec","PD","Whitefd",0.74
"449",1947,"Oct-Dec","PD","Gargett",4.82,1947,"Oct-Dec","PD","Mirani",1.97,1947,"Oct-Dec","PD","Sarichs",0.01,1947,"Oct-Dec","PD","Whitefd",0.11
"450",1948,"Oct-Dec","PD","Gargett",3.04,1948,"Oct-Dec","PD","Mirani",0.88,1948,"Oct-Dec","PD","Sarichs",0,1948,"Oct-Dec","PD","Whitefd",0
"451",1949,"Oct-Dec","PD","Gargett",3.88,1949,"Oct-Dec","PD","Mirani",1.01,1949,"Oct-Dec","PD","Sarichs",0,1949,"Oct-Dec","PD","Whitefd",0
"452",1950,"Oct-Dec","PD","Gargett",21.13,1950,"Oct-Dec","PD","Mirani",16.32,1950,"Oct-Dec","PD","Sarichs",15.06,1950,"Oct-Dec","PD","Whitefd",10.21
"453",1951,"Oct-Dec","PD","Gargett",2.15,1951,"Oct-Dec","PD","Mirani",1.25,1951,"Oct-Dec","PD","Sarichs",0,1951,"Oct-Dec","PD","Whitefd",0.67
"454",1952,"Oct-Dec","PD","Gargett",2.56,1952,"Oct-Dec","PD","Mirani",0.71,1952,"Oct-Dec","PD","Sarichs",0,1952,"Oct-Dec","PD","Whitefd",0.08
"455",1953,"Oct-Dec","PD","Gargett",1.2,1953,"Oct-Dec","PD","Mirani",0.3,1953,"Oct-Dec","PD","Sarichs",0,1953,"Oct-Dec","PD","Whitefd",0
"456",1954,"Oct-Dec","PD","Gargett",7.72,1954,"Oct-Dec","PD","Mirani",4.97,1954,"Oct-Dec","PD","Sarichs",1.22,1954,"Oct-Dec","PD","Whitefd",1.46
"457",1955,"Oct-Dec","PD","Gargett",7.52,1955,"Oct-Dec","PD","Mirani",3.37,1955,"Oct-Dec","PD","Sarichs",0.71,1955,"Oct-Dec","PD","Whitefd",1.57
"458",1956,"Oct-Dec","PD","Gargett",7.25,1956,"Oct-Dec","PD","Mirani",7.47,1956,"Oct-Dec","PD","Sarichs",4.19,1956,"Oct-Dec","PD","Whitefd",2.65
"459",1957,"Oct-Dec","PD","Gargett",7.09,1957,"Oct-Dec","PD","Mirani",2.54,1957,"Oct-Dec","PD","Sarichs",0.08,1957,"Oct-Dec","PD","Whitefd",1.01
"460",1958,"Oct-Dec","PD","Gargett",6.93,1958,"Oct-Dec","PD","Mirani",3.35,1958,"Oct-Dec","PD","Sarichs",0.21,1958,"Oct-Dec","PD","Whitefd",1.36
"461",1959,"Oct-Dec","PD","Gargett",3.77,1959,"Oct-Dec","PD","Mirani",1.11,1959,"Oct-Dec","PD","Sarichs",0,1959,"Oct-Dec","PD","Whitefd",0
"462",1960,"Oct-Dec","PD","Gargett",2.34,1960,"Oct-Dec","PD","Mirani",0.63,1960,"Oct-Dec","PD","Sarichs",0,1960,"Oct-Dec","PD","Whitefd",0.03
"463",1961,"Oct-Dec","PD","Gargett",6.01,1961,"Oct-Dec","PD","Mirani",4.78,1961,"Oct-Dec","PD","Sarichs",0.47,1961,"Oct-Dec","PD","Whitefd",0.52
"464",1962,"Oct-Dec","PD","Gargett",3.73,1962,"Oct-Dec","PD","Mirani",1.09,1962,"Oct-Dec","PD","Sarichs",0,1962,"Oct-Dec","PD","Whitefd",0
"465",1963,"Oct-Dec","PD","Gargett",8.47,1963,"Oct-Dec","PD","Mirani",5.56,1963,"Oct-Dec","PD","Sarichs",0.92,1963,"Oct-Dec","PD","Whitefd",2.07
"466",1964,"Oct-Dec","PD","Gargett",6.16,1964,"Oct-Dec","PD","Mirani",2.77,1964,"Oct-Dec","PD","Sarichs",0,1964,"Oct-Dec","PD","Whitefd",0.42
"467",1965,"Oct-Dec","PD","Gargett",2.28,1965,"Oct-Dec","PD","Mirani",0.95,1965,"Oct-Dec","PD","Sarichs",0.18,1965,"Oct-Dec","PD","Whitefd",0
"468",1966,"Oct-Dec","PD","Gargett",6.54,1966,"Oct-Dec","PD","Mirani",1.98,1966,"Oct-Dec","PD","Sarichs",0,1966,"Oct-Dec","PD","Whitefd",0
"469",1967,"Oct-Dec","PD","Gargett",7.88,1967,"Oct-Dec","PD","Mirani",2.56,1967,"Oct-Dec","PD","Sarichs",0.04,1967,"Oct-Dec","PD","Whitefd",1.43
"470",1968,"Oct-Dec","PD","Gargett",4.34,1968,"Oct-Dec","PD","Mirani",1.05,1968,"Oct-Dec","PD","Sarichs",0,1968,"Oct-Dec","PD","Whitefd",0.45
"471",1969,"Oct-Dec","PD","Gargett",2.35,1969,"Oct-Dec","PD","Mirani",0.73,1969,"Oct-Dec","PD","Sarichs",0,1969,"Oct-Dec","PD","Whitefd",0.85
"472",1970,"Oct-Dec","PD","Gargett",6.73,1970,"Oct-Dec","PD","Mirani",2.5,1970,"Oct-Dec","PD","Sarichs",0.14,1970,"Oct-Dec","PD","Whitefd",0.75
"473",1971,"Oct-Dec","PD","Gargett",2.17,1971,"Oct-Dec","PD","Mirani",0.76,1971,"Oct-Dec","PD","Sarichs",0,1971,"Oct-Dec","PD","Whitefd",0.73
"474",1972,"Oct-Dec","PD","Gargett",1.48,1972,"Oct-Dec","PD","Mirani",0.38,1972,"Oct-Dec","PD","Sarichs",0,1972,"Oct-Dec","PD","Whitefd",0.77
"475",1973,"Oct-Dec","PD","Gargett",5.69,1973,"Oct-Dec","PD","Mirani",2.06,1973,"Oct-Dec","PD","Sarichs",0.73,1973,"Oct-Dec","PD","Whitefd",0.23
"476",1974,"Oct-Dec","PD","Gargett",3.56,1974,"Oct-Dec","PD","Mirani",3.73,1974,"Oct-Dec","PD","Sarichs",3.25,1974,"Oct-Dec","PD","Whitefd",0.81
"477",1975,"Oct-Dec","PD","Gargett",7.69,1975,"Oct-Dec","PD","Mirani",7.24,1975,"Oct-Dec","PD","Sarichs",0.93,1975,"Oct-Dec","PD","Whitefd",0.98
"478",1976,"Oct-Dec","PD","Gargett",4.62,1976,"Oct-Dec","PD","Mirani",2.41,1976,"Oct-Dec","PD","Sarichs",2.58,1976,"Oct-Dec","PD","Whitefd",1.79
"479",1977,"Oct-Dec","PD","Gargett",4.66,1977,"Oct-Dec","PD","Mirani",2.9,1977,"Oct-Dec","PD","Sarichs",1.34,1977,"Oct-Dec","PD","Whitefd",1.27
"480",1978,"Oct-Dec","PD","Gargett",7.53,1978,"Oct-Dec","PD","Mirani",2.79,1978,"Oct-Dec","PD","Sarichs",0.33,1978,"Oct-Dec","PD","Whitefd",0.32
"481",1979,"Oct-Dec","PD","Gargett",6.06,1979,"Oct-Dec","PD","Mirani",3.38,1979,"Oct-Dec","PD","Sarichs",1.53,1979,"Oct-Dec","PD","Whitefd",1.73
"482",1980,"Oct-Dec","PD","Gargett",5.49,1980,"Oct-Dec","PD","Mirani",1.56,1980,"Oct-Dec","PD","Sarichs",0.2,1980,"Oct-Dec","PD","Whitefd",0
"483",1981,"Oct-Dec","PD","Gargett",4.49,1981,"Oct-Dec","PD","Mirani",2.73,1981,"Oct-Dec","PD","Sarichs",1.08,1981,"Oct-Dec","PD","Whitefd",0.05
"484",1982,"Oct-Dec","PD","Gargett",1.23,1982,"Oct-Dec","PD","Mirani",1.04,1982,"Oct-Dec","PD","Sarichs",0,1982,"Oct-Dec","PD","Whitefd",0
"485",1983,"Oct-Dec","PD","Gargett",5.52,1983,"Oct-Dec","PD","Mirani",2.93,1983,"Oct-Dec","PD","Sarichs",0.62,1983,"Oct-Dec","PD","Whitefd",0.13
"486",1984,"Oct-Dec","PD","Gargett",7.19,1984,"Oct-Dec","PD","Mirani",2,1984,"Oct-Dec","PD","Sarichs",0.07,1984,"Oct-Dec","PD","Whitefd",0
"487",1985,"Oct-Dec","PD","Gargett",7.78,1985,"Oct-Dec","PD","Mirani",6.02,1985,"Oct-Dec","PD","Sarichs",2.66,1985,"Oct-Dec","PD","Whitefd",0.9
"488",1986,"Oct-Dec","PD","Gargett",6.12,1986,"Oct-Dec","PD","Mirani",1.98,1986,"Oct-Dec","PD","Sarichs",0,1986,"Oct-Dec","PD","Whitefd",0.47
"489",1987,"Oct-Dec","PD","Gargett",7.58,1987,"Oct-Dec","PD","Mirani",2.87,1987,"Oct-Dec","PD","Sarichs",0,1987,"Oct-Dec","PD","Whitefd",0
"490",1988,"Oct-Dec","PD","Gargett",8.23,1988,"Oct-Dec","PD","Mirani",8.67,1988,"Oct-Dec","PD","Sarichs",3.01,1988,"Oct-Dec","PD","Whitefd",1.02
"491",1989,"Oct-Dec","PD","Gargett",8.04,1989,"Oct-Dec","PD","Mirani",6.14,1989,"Oct-Dec","PD","Sarichs",3.54,1989,"Oct-Dec","PD","Whitefd",2.34
"492",1990,"Oct-Dec","PD","Gargett",2.96,1990,"Oct-Dec","PD","Mirani",1.81,1990,"Oct-Dec","PD","Sarichs",0.76,1990,"Oct-Dec","PD","Whitefd",1.67
"493",1991,"Oct-Dec","PD","Gargett",1.36,1991,"Oct-Dec","PD","Mirani",0.85,1991,"Oct-Dec","PD","Sarichs",0.17,1991,"Oct-Dec","PD","Whitefd",0.67
"494",1992,"Oct-Dec","PD","Gargett",0,1992,"Oct-Dec","PD","Mirani",0,1992,"Oct-Dec","PD","Sarichs",0,1992,"Oct-Dec","PD","Whitefd",0
"495",1993,"Oct-Dec","PD","Gargett",6.47,1993,"Oct-Dec","PD","Mirani",2.78,1993,"Oct-Dec","PD","Sarichs",0.27,1993,"Oct-Dec","PD","Whitefd",0.05
"496",1994,"Oct-Dec","PD","Gargett",0.41,1994,"Oct-Dec","PD","Mirani",0,1994,"Oct-Dec","PD","Sarichs",0,1994,"Oct-Dec","PD","Whitefd",0
"497",1995,"Oct-Dec","PD","Gargett",6.36,1995,"Oct-Dec","PD","Mirani",2.58,1995,"Oct-Dec","PD","Sarichs",0,1995,"Oct-Dec","PD","Whitefd",0
"498",1996,"Oct-Dec","PD","Gargett",2.2,1996,"Oct-Dec","PD","Mirani",0.82,1996,"Oct-Dec","PD","Sarichs",0,1996,"Oct-Dec","PD","Whitefd",0.15
"499",1997,"Oct-Dec","PD","Gargett",5.25,1997,"Oct-Dec","PD","Mirani",3.25,1997,"Oct-Dec","PD","Sarichs",0.07,1997,"Oct-Dec","PD","Whitefd",0.15
"500",1998,"Oct-Dec","PD","Gargett",28.14,1998,"Oct-Dec","PD","Mirani",15.14,1998,"Oct-Dec","PD","Sarichs",5.83,1998,"Oct-Dec","PD","Whitefd",2.61
"501",1999,"Oct-Dec","PD","Gargett",8.21,1999,"Oct-Dec","PD","Mirani",7.03,1999,"Oct-Dec","PD","Sarichs",1.17,1999,"Oct-Dec","PD","Whitefd",0.37
"502",2000,"Oct-Dec","PD","Gargett",5.09,2000,"Oct-Dec","PD","Mirani",4.24,2000,"Oct-Dec","PD","Sarichs",3.63,2000,"Oct-Dec","PD","Whitefd",2.09
"503",2001,"Oct-Dec","PD","Gargett",4.22,2001,"Oct-Dec","PD","Mirani",2.16,2001,"Oct-Dec","PD","Sarichs",1.23,2001,"Oct-Dec","PD","Whitefd",0.49
"504",2002,"Oct-Dec","PD","Gargett",2.31,2002,"Oct-Dec","PD","Mirani",1.18,2002,"Oct-Dec","PD","Sarichs",0.34,2002,"Oct-Dec","PD","Whitefd",0.27
"505",2003,"Oct-Dec","PD","Gargett",3.73,2003,"Oct-Dec","PD","Mirani",1.72,2003,"Oct-Dec","PD","Sarichs",0.61,2003,"Oct-Dec","PD","Whitefd",0.63
"506",2004,"Oct-Dec","PD","Gargett",1.44,2004,"Oct-Dec","PD","Mirani",0.99,2004,"Oct-Dec","PD","Sarichs",0.36,2004,"Oct-Dec","PD","Whitefd",0
"507",2005,"Oct-Dec","PD","Gargett",5.63,2005,"Oct-Dec","PD","Mirani",1.84,2005,"Oct-Dec","PD","Sarichs",0,2005,"Oct-Dec","PD","Whitefd",0.08
"508",2006,"Oct-Dec","PD","Gargett",7.84,2006,"Oct-Dec","PD","Mirani",3.28,2006,"Oct-Dec","PD","Sarichs",0,2006,"Oct-Dec","PD","Whitefd",0
"509",2007,"Oct-Dec","PD","Gargett",6.95,2007,"Oct-Dec","PD","Mirani",4.67,2007,"Oct-Dec","PD","Sarichs",0.66,2007,"Oct-Dec","PD","Whitefd",0.2
"510",2008,"Oct-Dec","PD","Gargett",6.37,2008,"Oct-Dec","PD","Mirani",3.72,2008,"Oct-Dec","PD","Sarichs",0.53,2008,"Oct-Dec","PD","Whitefd",0.38
"511",2009,"Oct-Dec","PD","Gargett",7.51,2009,"Oct-Dec","PD","Mirani",4.82,2009,"Oct-Dec","PD","Sarichs",0.14,2009,"Oct-Dec","PD","Whitefd",0
"512",2010,"Oct-Dec","PD","Gargett",12.97,2010,"Oct-Dec","PD","Mirani",7.56,2010,"Oct-Dec","PD","Sarichs",5.16,2010,"Oct-Dec","PD","Whitefd",2.59
"513",2011,"Oct-Dec","PD","Gargett",8.02,2011,"Oct-Dec","PD","Mirani",8.1,2011,"Oct-Dec","PD","Sarichs",2.74,2011,"Oct-Dec","PD","Whitefd",3.12
"514",2012,"Oct-Dec","PD","Gargett",7.37,2012,"Oct-Dec","PD","Mirani",8.05,2012,"Oct-Dec","PD","Sarichs",3.35,2012,"Oct-Dec","PD","Whitefd",2.9
"515",2013,"Oct-Dec","PD","Gargett",7.01,2013,"Oct-Dec","PD","Mirani",2.24,2013,"Oct-Dec","PD","Sarichs",0,2013,"Oct-Dec","PD","Whitefd",0.02
"516",2014,"Oct-Dec","PD","Gargett",6.29,2014,"Oct-Dec","PD","Mirani",2.78,2014,"Oct-Dec","PD","Sarichs",0.61,2014,"Oct-Dec","PD","Whitefd",0.45
"517",2015,"Oct-Dec","PD","Gargett",6.18,2015,"Oct-Dec","PD","Mirani",2.72,2015,"Oct-Dec","PD","Sarichs",1.35,2015,"Oct-Dec","PD","Whitefd",0.6
"518",2016,"Oct-Dec","PD","Gargett",8.03,2016,"Oct-Dec","PD","Mirani",7.49,2016,"Oct-Dec","PD","Sarichs",0.71,2016,"Oct-Dec","PD","Whitefd",0.87
"519",2017,"Oct-Dec","PD","Gargett",6.83,2017,"Oct-Dec","PD","Mirani",5.6,2017,"Oct-Dec","PD","Sarichs",3.44,2017,"Oct-Dec","PD","Whitefd",1.62
"520",2018,"Oct-Dec","PD","Gargett",4.54,2018,"Oct-Dec","PD","Mirani",2.94,2018,"Oct-Dec","PD","Sarichs",1.68,2018,"Oct-Dec","PD","Whitefd",1.85
"521",1889,"Jan-Mar","FE","Gargett",19.49,1889,"Jan-Mar","FE","Mirani",2.88,1889,"Jan-Mar","FE","Sarichs",2.4,1889,"Jan-Mar","FE","Whitefd",0.79
"522",1890,"Jan-Mar","FE","Gargett",28.16,1890,"Jan-Mar","FE","Mirani",6.3,1890,"Jan-Mar","FE","Sarichs",6.83,1890,"Jan-Mar","FE","Whitefd",2.36
"523",1891,"Jan-Mar","FE","Gargett",9.38,1891,"Jan-Mar","FE","Mirani",6.15,1891,"Jan-Mar","FE","Sarichs",3.23,1891,"Jan-Mar","FE","Whitefd",2.16
"524",1892,"Jan-Mar","FE","Gargett",12.51,1892,"Jan-Mar","FE","Mirani",6.38,1892,"Jan-Mar","FE","Sarichs",3.08,1892,"Jan-Mar","FE","Whitefd",2.1
"525",1893,"Jan-Mar","FE","Gargett",21.91,1893,"Jan-Mar","FE","Mirani",4.35,1893,"Jan-Mar","FE","Sarichs",3.89,1893,"Jan-Mar","FE","Whitefd",3.44
"526",1894,"Jan-Mar","FE","Gargett",14.09,1894,"Jan-Mar","FE","Mirani",7.43,1894,"Jan-Mar","FE","Sarichs",12.95,1894,"Jan-Mar","FE","Whitefd",6.07
"527",1895,"Jan-Mar","FE","Gargett",17.71,1895,"Jan-Mar","FE","Mirani",4.3,1895,"Jan-Mar","FE","Sarichs",5.21,1895,"Jan-Mar","FE","Whitefd",1.73
"528",1896,"Jan-Mar","FE","Gargett",10.59,1896,"Jan-Mar","FE","Mirani",3.53,1896,"Jan-Mar","FE","Sarichs",2.74,1896,"Jan-Mar","FE","Whitefd",3.13
"529",1897,"Jan-Mar","FE","Gargett",16.94,1897,"Jan-Mar","FE","Mirani",2.18,1897,"Jan-Mar","FE","Sarichs",3.79,1897,"Jan-Mar","FE","Whitefd",1.44
"530",1898,"Jan-Mar","FE","Gargett",14.99,1898,"Jan-Mar","FE","Mirani",2.43,1898,"Jan-Mar","FE","Sarichs",2.54,1898,"Jan-Mar","FE","Whitefd",1.53
"531",1899,"Jan-Mar","FE","Gargett",12.45,1899,"Jan-Mar","FE","Mirani",7.13,1899,"Jan-Mar","FE","Sarichs",3.73,1899,"Jan-Mar","FE","Whitefd",2.75
"532",1900,"Jan-Mar","FE","Gargett",17.81,1900,"Jan-Mar","FE","Mirani",10.96,1900,"Jan-Mar","FE","Sarichs",5.21,1900,"Jan-Mar","FE","Whitefd",3.11
"533",1901,"Jan-Mar","FE","Gargett",6.73,1901,"Jan-Mar","FE","Mirani",2.91,1901,"Jan-Mar","FE","Sarichs",0.7,1901,"Jan-Mar","FE","Whitefd",1.51
"534",1902,"Jan-Mar","FE","Gargett",6.27,1902,"Jan-Mar","FE","Mirani",1.76,1902,"Jan-Mar","FE","Sarichs",0.76,1902,"Jan-Mar","FE","Whitefd",0.74
"535",1903,"Jan-Mar","FE","Gargett",16.71,1903,"Jan-Mar","FE","Mirani",6.27,1903,"Jan-Mar","FE","Sarichs",6.05,1903,"Jan-Mar","FE","Whitefd",3.86
"536",1904,"Jan-Mar","FE","Gargett",17.32,1904,"Jan-Mar","FE","Mirani",4.84,1904,"Jan-Mar","FE","Sarichs",8.25,1904,"Jan-Mar","FE","Whitefd",6.09
"537",1905,"Jan-Mar","FE","Gargett",14.49,1905,"Jan-Mar","FE","Mirani",3.27,1905,"Jan-Mar","FE","Sarichs",4.12,1905,"Jan-Mar","FE","Whitefd",1.02
"538",1906,"Jan-Mar","FE","Gargett",8.93,1906,"Jan-Mar","FE","Mirani",1.96,1906,"Jan-Mar","FE","Sarichs",4.28,1906,"Jan-Mar","FE","Whitefd",3.03
"539",1907,"Jan-Mar","FE","Gargett",10.88,1907,"Jan-Mar","FE","Mirani",2.31,1907,"Jan-Mar","FE","Sarichs",5.32,1907,"Jan-Mar","FE","Whitefd",3.32
"540",1908,"Jan-Mar","FE","Gargett",16.76,1908,"Jan-Mar","FE","Mirani",3.74,1908,"Jan-Mar","FE","Sarichs",4.85,1908,"Jan-Mar","FE","Whitefd",2.34
"541",1909,"Jan-Mar","FE","Gargett",9.67,1909,"Jan-Mar","FE","Mirani",1.19,1909,"Jan-Mar","FE","Sarichs",0.43,1909,"Jan-Mar","FE","Whitefd",0.51
"542",1910,"Jan-Mar","FE","Gargett",20.74,1910,"Jan-Mar","FE","Mirani",4.2,1910,"Jan-Mar","FE","Sarichs",8.83,1910,"Jan-Mar","FE","Whitefd",3.27
"543",1911,"Jan-Mar","FE","Gargett",9.44,1911,"Jan-Mar","FE","Mirani",7.04,1911,"Jan-Mar","FE","Sarichs",0.83,1911,"Jan-Mar","FE","Whitefd",0.8
"544",1912,"Jan-Mar","FE","Gargett",19.3,1912,"Jan-Mar","FE","Mirani",10.79,1912,"Jan-Mar","FE","Sarichs",3.65,1912,"Jan-Mar","FE","Whitefd",1.87
