"","ï..Year","Season","Scenario","Site","Habitat"
"1533",1991,"Oct-Dec","PD","Mirani",0.85
"1534",1992,"Oct-Dec","PD","Mirani",0
"1535",1993,"Oct-Dec","PD","Mirani",2.78
"1536",1994,"Oct-Dec","PD","Mirani",0
"1537",1995,"Oct-Dec","PD","Mirani",2.58
"1538",1996,"Oct-Dec","PD","Mirani",0.82
"1539",1997,"Oct-Dec","PD","Mirani",3.25
"1540",1998,"Oct-Dec","PD","Mirani",15.14
"1541",1999,"Oct-Dec","PD","Mirani",7.03
"1542",2000,"Oct-Dec","PD","Mirani",4.24
"1543",2001,"Oct-Dec","PD","Mirani",2.16
"1544",2002,"Oct-Dec","PD","Mirani",1.18
"1545",2003,"Oct-Dec","PD","Mirani",1.72
"1546",2004,"Oct-Dec","PD","Mirani",0.99
"1547",2005,"Oct-Dec","PD","Mirani",1.84
"1548",2006,"Oct-Dec","PD","Mirani",3.28
"1549",2007,"Oct-Dec","PD","Mirani",4.67
"1550",2008,"Oct-Dec","PD","Mirani",3.72
"1551",2009,"Oct-Dec","PD","Mirani",4.82
"1552",2010,"Oct-Dec","PD","Mirani",7.56
"1553",2011,"Oct-Dec","PD","Mirani",8.1
"1554",2012,"Oct-Dec","PD","Mirani",8.05
"1555",2013,"Oct-Dec","PD","Mirani",2.24
"1556",2014,"Oct-Dec","PD","Mirani",2.78
"1557",2015,"Oct-Dec","PD","Mirani",2.72
"1558",2016,"Oct-Dec","PD","Mirani",7.49
"1559",2017,"Oct-Dec","PD","Mirani",5.6
"1560",2018,"Oct-Dec","PD","Mirani",2.94
"1561",1889,"Jan-Mar","FE","Mirani",2.88
"1562",1890,"Jan-Mar","FE","Mirani",6.3
"1563",1891,"Jan-Mar","FE","Mirani",6.15
"1564",1892,"Jan-Mar","FE","Mirani",6.38
"1565",1893,"Jan-Mar","FE","Mirani",4.35
"1566",1894,"Jan-Mar","FE","Mirani",7.43
"1567",1895,"Jan-Mar","FE","Mirani",4.3
"1568",1896,"Jan-Mar","FE","Mirani",3.53
"1569",1897,"Jan-Mar","FE","Mirani",2.18
"1570",1898,"Jan-Mar","FE","Mirani",2.43
"1571",1899,"Jan-Mar","FE","Mirani",7.13
"1572",1900,"Jan-Mar","FE","Mirani",10.96
"1573",1901,"Jan-Mar","FE","Mirani",2.91
"1574",1902,"Jan-Mar","FE","Mirani",1.76
"1575",1903,"Jan-Mar","FE","Mirani",6.27
"1576",1904,"Jan-Mar","FE","Mirani",4.84
"1577",1905,"Jan-Mar","FE","Mirani",3.27
"1578",1906,"Jan-Mar","FE","Mirani",1.96
"1579",1907,"Jan-Mar","FE","Mirani",2.31
"1580",1908,"Jan-Mar","FE","Mirani",3.74
"1581",1909,"Jan-Mar","FE","Mirani",1.19
"1582",1910,"Jan-Mar","FE","Mirani",4.2
"1583",1911,"Jan-Mar","FE","Mirani",7.04
"1584",1912,"Jan-Mar","FE","Mirani",10.79
"1585",1913,"Jan-Mar","FE","Mirani",2.78
"1586",1914,"Jan-Mar","FE","Mirani",8.97
"1587",1915,"Jan-Mar","FE","Mirani",3.2
"1588",1916,"Jan-Mar","FE","Mirani",4.34
"1589",1917,"Jan-Mar","FE","Mirani",5.14
"1590",1918,"Jan-Mar","FE","Mirani",3.99
"1591",1919,"Jan-Mar","FE","Mirani",3.01
"1592",1920,"Jan-Mar","FE","Mirani",1.59
"1593",1921,"Jan-Mar","FE","Mirani",6.48
"1594",1922,"Jan-Mar","FE","Mirani",4.76
"1595",1923,"Jan-Mar","FE","Mirani",4.77
"1596",1924,"Jan-Mar","FE","Mirani",2.75
"1597",1925,"Jan-Mar","FE","Mirani",1.93
"1598",1926,"Jan-Mar","FE","Mirani",6.75
"1599",1927,"Jan-Mar","FE","Mirani",16.09
"1600",1928,"Jan-Mar","FE","Mirani",5.42
"1601",1929,"Jan-Mar","FE","Mirani",2.72
"1602",1930,"Jan-Mar","FE","Mirani",3.92
"1603",1931,"Jan-Mar","FE","Mirani",5.33
"1604",1932,"Jan-Mar","FE","Mirani",4.45
"1605",1933,"Jan-Mar","FE","Mirani",5.34
"1606",1934,"Jan-Mar","FE","Mirani",1.8
"1607",1935,"Jan-Mar","FE","Mirani",0.8
"1608",1936,"Jan-Mar","FE","Mirani",1.13
"1609",1937,"Jan-Mar","FE","Mirani",4.17
"1610",1938,"Jan-Mar","FE","Mirani",3.66
"1611",1939,"Jan-Mar","FE","Mirani",5.77
"1612",1940,"Jan-Mar","FE","Mirani",7.82
"1613",1941,"Jan-Mar","FE","Mirani",3.68
"1614",1942,"Jan-Mar","FE","Mirani",9.82
"1615",1943,"Jan-Mar","FE","Mirani",2.77
"1616",1944,"Jan-Mar","FE","Mirani",2.91
"1617",1945,"Jan-Mar","FE","Mirani",14.43
"1618",1946,"Jan-Mar","FE","Mirani",4.86
"1619",1947,"Jan-Mar","FE","Mirani",3.94
"1620",1948,"Jan-Mar","FE","Mirani",9.24
"1621",1949,"Jan-Mar","FE","Mirani",2.34
"1622",1950,"Jan-Mar","FE","Mirani",19.53
"1623",1951,"Jan-Mar","FE","Mirani",3.7
"1624",1952,"Jan-Mar","FE","Mirani",7.65
"1625",1953,"Jan-Mar","FE","Mirani",4.18
"1626",1954,"Jan-Mar","FE","Mirani",4.37
"1627",1955,"Jan-Mar","FE","Mirani",4.44
"1628",1956,"Jan-Mar","FE","Mirani",8.54
"1629",1957,"Jan-Mar","FE","Mirani",5.62
"1630",1958,"Jan-Mar","FE","Mirani",6.6
"1631",1959,"Jan-Mar","FE","Mirani",3.02
"1632",1960,"Jan-Mar","FE","Mirani",5.39
"1633",1961,"Jan-Mar","FE","Mirani",1.66
"1634",1962,"Jan-Mar","FE","Mirani",10.55
"1635",1963,"Jan-Mar","FE","Mirani",2.6
"1636",1964,"Jan-Mar","FE","Mirani",2.06
"1637",1965,"Jan-Mar","FE","Mirani",2.27
"1638",1966,"Jan-Mar","FE","Mirani",2.9
"1639",1967,"Jan-Mar","FE","Mirani",3.92
"1640",1968,"Jan-Mar","FE","Mirani",3.03
"1641",1969,"Jan-Mar","FE","Mirani",9.56
"1642",1970,"Jan-Mar","FE","Mirani",1.01
"1643",1971,"Jan-Mar","FE","Mirani",11.94
"1644",1972,"Jan-Mar","FE","Mirani",4.18
"1645",1973,"Jan-Mar","FE","Mirani",10.67
"1646",1974,"Jan-Mar","FE","Mirani",9.69
"1647",1975,"Jan-Mar","FE","Mirani",11.28
"1648",1976,"Jan-Mar","FE","Mirani",6.12
"1649",1977,"Jan-Mar","FE","Mirani",6.8
"1650",1978,"Jan-Mar","FE","Mirani",3.36
"1651",1979,"Jan-Mar","FE","Mirani",7.16
"1652",1980,"Jan-Mar","FE","Mirani",3.42
"1653",1981,"Jan-Mar","FE","Mirani",6.85
"1654",1982,"Jan-Mar","FE","Mirani",1.77
"1655",1983,"Jan-Mar","FE","Mirani",2.43
"1656",1984,"Jan-Mar","FE","Mirani",3.03
"1657",1985,"Jan-Mar","FE","Mirani",2.41
"1658",1986,"Jan-Mar","FE","Mirani",5.17
"1659",1987,"Jan-Mar","FE","Mirani",5.73
"1660",1988,"Jan-Mar","FE","Mirani",1.41
"1661",1989,"Jan-Mar","FE","Mirani",2.35
"1662",1990,"Jan-Mar","FE","Mirani",8.55
"1663",1991,"Jan-Mar","FE","Mirani",6.07
"1664",1992,"Jan-Mar","FE","Mirani",2.59
"1665",1993,"Jan-Mar","FE","Mirani",1.55
"1666",1994,"Jan-Mar","FE","Mirani",1.47
"1667",1995,"Jan-Mar","FE","Mirani",2.34
"1668",1996,"Jan-Mar","FE","Mirani",1.05
"1669",1997,"Jan-Mar","FE","Mirani",4.69
"1670",1998,"Jan-Mar","FE","Mirani",11.35
"1671",1999,"Jan-Mar","FE","Mirani",9.28
"1672",2000,"Jan-Mar","FE","Mirani",11.55
"1673",2001,"Jan-Mar","FE","Mirani",3.42
"1674",2002,"Jan-Mar","FE","Mirani",5.23
"1675",2003,"Jan-Mar","FE","Mirani",3.07
"1676",2004,"Jan-Mar","FE","Mirani",3.02
"1677",2005,"Jan-Mar","FE","Mirani",1.71
"1678",2006,"Jan-Mar","FE","Mirani",3.79
"1679",2007,"Jan-Mar","FE","Mirani",9.98
"1680",2008,"Jan-Mar","FE","Mirani",6.05
"1681",2009,"Jan-Mar","FE","Mirani",6.17
"1682",2010,"Jan-Mar","FE","Mirani",12.87
"1683",2011,"Jan-Mar","FE","Mirani",3.02
"1684",2012,"Jan-Mar","FE","Mirani",2.06
"1685",2013,"Jan-Mar","FE","Mirani",3.45
"1686",2014,"Jan-Mar","FE","Mirani",2.15
"1687",2015,"Jan-Mar","FE","Mirani",2.47
"1688",2016,"Jan-Mar","FE","Mirani",9.51
"1689",2017,"Jan-Mar","FE","Mirani",1.83
"1690",2018,"Jan-Mar","FE","Mirani",4.92
"1691",1889,"Apr-Jun","FE","Mirani",15.44
"1692",1890,"Apr-Jun","FE","Mirani",9.44
"1693",1891,"Apr-Jun","FE","Mirani",5.5
"1694",1892,"Apr-Jun","FE","Mirani",7.89
"1695",1893,"Apr-Jun","FE","Mirani",10.84
"1696",1894,"Apr-Jun","FE","Mirani",12.58
"1697",1895,"Apr-Jun","FE","Mirani",14.67
"1698",1896,"Apr-Jun","FE","Mirani",6.94
"1699",1897,"Apr-Jun","FE","Mirani",15.96
"1700",1898,"Apr-Jun","FE","Mirani",10.38
"1701",1899,"Apr-Jun","FE","Mirani",4.22
"1702",1900,"Apr-Jun","FE","Mirani",10.73
"1703",1901,"Apr-Jun","FE","Mirani",2.54
"1704",1902,"Apr-Jun","FE","Mirani",5.74
"1705",1903,"Apr-Jun","FE","Mirani",7.91
"1706",1904,"Apr-Jun","FE","Mirani",6.41
"1707",1905,"Apr-Jun","FE","Mirani",10.52
"1708",1906,"Apr-Jun","FE","Mirani",6.88
"1709",1907,"Apr-Jun","FE","Mirani",10.87
"1710",1908,"Apr-Jun","FE","Mirani",10.09
"1711",1909,"Apr-Jun","FE","Mirani",18.82
"1712",1910,"Apr-Jun","FE","Mirani",9.89
"1713",1911,"Apr-Jun","FE","Mirani",4.95
"1714",1912,"Apr-Jun","FE","Mirani",15.89
"1715",1913,"Apr-Jun","FE","Mirani",10.71
"1716",1914,"Apr-Jun","FE","Mirani",8.89
"1717",1915,"Apr-Jun","FE","Mirani",3.55
"1718",1916,"Apr-Jun","FE","Mirani",8.13
"1719",1917,"Apr-Jun","FE","Mirani",13.02
"1720",1918,"Apr-Jun","FE","Mirani",5.71
"1721",1919,"Apr-Jun","FE","Mirani",3.28
"1722",1920,"Apr-Jun","FE","Mirani",10.99
"1723",1921,"Apr-Jun","FE","Mirani",11.31
"1724",1922,"Apr-Jun","FE","Mirani",8.02
"1725",1923,"Apr-Jun","FE","Mirani",6.74
"1726",1924,"Apr-Jun","FE","Mirani",11.76
"1727",1925,"Apr-Jun","FE","Mirani",3.38
"1728",1926,"Apr-Jun","FE","Mirani",10.43
"1729",1927,"Apr-Jun","FE","Mirani",10.93
"1730",1928,"Apr-Jun","FE","Mirani",8.83
"1731",1929,"Apr-Jun","FE","Mirani",9.36
"1732",1930,"Apr-Jun","FE","Mirani",9.76
"1733",1931,"Apr-Jun","FE","Mirani",10.54
"1734",1932,"Apr-Jun","FE","Mirani",9.64
"1735",1933,"Apr-Jun","FE","Mirani",11.52
"1736",1934,"Apr-Jun","FE","Mirani",5.78
"1737",1935,"Apr-Jun","FE","Mirani",10.22
"1738",1936,"Apr-Jun","FE","Mirani",10.99
"1739",1937,"Apr-Jun","FE","Mirani",6.84
"1740",1938,"Apr-Jun","FE","Mirani",9.9
"1741",1939,"Apr-Jun","FE","Mirani",12.43
"1742",1940,"Apr-Jun","FE","Mirani",14.44
"1743",1941,"Apr-Jun","FE","Mirani",8.69
"1744",1942,"Apr-Jun","FE","Mirani",15.61
"1745",1943,"Apr-Jun","FE","Mirani",12.63
"1746",1944,"Apr-Jun","FE","Mirani",4.91
"1747",1945,"Apr-Jun","FE","Mirani",10.89
"1748",1946,"Apr-Jun","FE","Mirani",9.98
"1749",1947,"Apr-Jun","FE","Mirani",3.02
"1750",1948,"Apr-Jun","FE","Mirani",14.19
"1751",1949,"Apr-Jun","FE","Mirani",16.84
"1752",1950,"Apr-Jun","FE","Mirani",13.15
"1753",1951,"Apr-Jun","FE","Mirani",6.71
"1754",1952,"Apr-Jun","FE","Mirani",10.25
"1755",1953,"Apr-Jun","FE","Mirani",12.9
"1756",1954,"Apr-Jun","FE","Mirani",18.32
"1757",1955,"Apr-Jun","FE","Mirani",10.53
"1758",1956,"Apr-Jun","FE","Mirani",8.53
"1759",1957,"Apr-Jun","FE","Mirani",13.89
"1760",1958,"Apr-Jun","FE","Mirani",6.96
"1761",1959,"Apr-Jun","FE","Mirani",12.17
"1762",1960,"Apr-Jun","FE","Mirani",4.84
"1763",1961,"Apr-Jun","FE","Mirani",10.08
"1764",1962,"Apr-Jun","FE","Mirani",13.4
"1765",1963,"Apr-Jun","FE","Mirani",6.26
"1766",1964,"Apr-Jun","FE","Mirani",6.45
"1767",1965,"Apr-Jun","FE","Mirani",4.93
"1768",1966,"Apr-Jun","FE","Mirani",7.6
"1769",1967,"Apr-Jun","FE","Mirani",11.8
"1770",1968,"Apr-Jun","FE","Mirani",7.59
"1771",1969,"Apr-Jun","FE","Mirani",9.61
"1772",1970,"Apr-Jun","FE","Mirani",9.69
"1773",1971,"Apr-Jun","FE","Mirani",8.66
"1774",1972,"Apr-Jun","FE","Mirani",6.22
"1775",1973,"Apr-Jun","FE","Mirani",19.52
"1776",1974,"Apr-Jun","FE","Mirani",9.53
"1777",1975,"Apr-Jun","FE","Mirani",24.59
"1778",1976,"Apr-Jun","FE","Mirani",14.62
"1779",1977,"Apr-Jun","FE","Mirani",8.95
"1780",1978,"Apr-Jun","FE","Mirani",17.48
"1781",1979,"Apr-Jun","FE","Mirani",6.53
"1782",1980,"Apr-Jun","FE","Mirani",9.33
"1783",1981,"Apr-Jun","FE","Mirani",7.37
"1784",1982,"Apr-Jun","FE","Mirani",1.24
"1785",1983,"Apr-Jun","FE","Mirani",2.83
"1786",1984,"Apr-Jun","FE","Mirani",9.12
"1787",1985,"Apr-Jun","FE","Mirani",5.32
"1788",1986,"Apr-Jun","FE","Mirani",5.91
"1789",1987,"Apr-Jun","FE","Mirani",9.53
"1790",1988,"Apr-Jun","FE","Mirani",20.17
"1791",1989,"Apr-Jun","FE","Mirani",3.1
"1792",1990,"Apr-Jun","FE","Mirani",11.37
"1793",1991,"Apr-Jun","FE","Mirani",5.03
"1794",1992,"Apr-Jun","FE","Mirani",5.23
"1795",1993,"Apr-Jun","FE","Mirani",8.45
"1796",1994,"Apr-Jun","FE","Mirani",7.5
"1797",1995,"Apr-Jun","FE","Mirani",3.94
"1798",1996,"Apr-Jun","FE","Mirani",8.8
"1799",1997,"Apr-Jun","FE","Mirani",6.72
"1800",1998,"Apr-Jun","FE","Mirani",11.77
"1801",1999,"Apr-Jun","FE","Mirani",14.31
"1802",2000,"Apr-Jun","FE","Mirani",12.13
"1803",2001,"Apr-Jun","FE","Mirani",3.41
"1804",2002,"Apr-Jun","FE","Mirani",3.75
"1805",2003,"Apr-Jun","FE","Mirani",2.76
"1806",2004,"Apr-Jun","FE","Mirani",7.05
"1807",2005,"Apr-Jun","FE","Mirani",4.1
"1808",2006,"Apr-Jun","FE","Mirani",9.54
"1809",2007,"Apr-Jun","FE","Mirani",12.83
"1810",2008,"Apr-Jun","FE","Mirani",10.12
"1811",2009,"Apr-Jun","FE","Mirani",17.19
"1812",2010,"Apr-Jun","FE","Mirani",21
"1813",2011,"Apr-Jun","FE","Mirani",16.7
"1814",2012,"Apr-Jun","FE","Mirani",20.36
"1815",2013,"Apr-Jun","FE","Mirani",6.67
"1816",2014,"Apr-Jun","FE","Mirani",6.04
"1817",2015,"Apr-Jun","FE","Mirani",4.03
"1818",2016,"Apr-Jun","FE","Mirani",7.07
"1819",2017,"Apr-Jun","FE","Mirani",9.74
"1820",2018,"Apr-Jun","FE","Mirani",13.7
"1821",1889,"Jul-Sep","FE","Mirani",4.65
"1822",1890,"Jul-Sep","FE","Mirani",8.18
"1823",1891,"Jul-Sep","FE","Mirani",13.31
"1824",1892,"Jul-Sep","FE","Mirani",4.56
"1825",1893,"Jul-Sep","FE","Mirani",4.22
"1826",1894,"Jul-Sep","FE","Mirani",11.25
"1827",1895,"Jul-Sep","FE","Mirani",4.07
"1828",1896,"Jul-Sep","FE","Mirani",5.92
"1829",1897,"Jul-Sep","FE","Mirani",6.5
"1830",1898,"Jul-Sep","FE","Mirani",4.97
"1831",1899,"Jul-Sep","FE","Mirani",3.76
"1832",1900,"Jul-Sep","FE","Mirani",6.22
"1833",1901,"Jul-Sep","FE","Mirani",2.43
"1834",1902,"Jul-Sep","FE","Mirani",2.02
"1835",1903,"Jul-Sep","FE","Mirani",3.47
"1836",1904,"Jul-Sep","FE","Mirani",5.74
"1837",1905,"Jul-Sep","FE","Mirani",3.67
"1838",1906,"Jul-Sep","FE","Mirani",8.05
"1839",1907,"Jul-Sep","FE","Mirani",5.52
"1840",1908,"Jul-Sep","FE","Mirani",3.31
"1841",1909,"Jul-Sep","FE","Mirani",4.07
"1842",1910,"Jul-Sep","FE","Mirani",5.14
"1843",1911,"Jul-Sep","FE","Mirani",4.06
"1844",1912,"Jul-Sep","FE","Mirani",9.21
"1845",1913,"Jul-Sep","FE","Mirani",10.3
"1846",1914,"Jul-Sep","FE","Mirani",10.62
"1847",1915,"Jul-Sep","FE","Mirani",9.44
"1848",1916,"Jul-Sep","FE","Mirani",4.95
"1849",1917,"Jul-Sep","FE","Mirani",5.58
"1850",1918,"Jul-Sep","FE","Mirani",6.11
"1851",1919,"Jul-Sep","FE","Mirani",6.86
"1852",1920,"Jul-Sep","FE","Mirani",8.2
"1853",1921,"Jul-Sep","FE","Mirani",5.01
"1854",1922,"Jul-Sep","FE","Mirani",2.91
"1855",1923,"Jul-Sep","FE","Mirani",6.05
"1856",1924,"Jul-Sep","FE","Mirani",8.83
"1857",1925,"Jul-Sep","FE","Mirani",5.26
"1858",1926,"Jul-Sep","FE","Mirani",8.61
"1859",1927,"Jul-Sep","FE","Mirani",4.01
"1860",1928,"Jul-Sep","FE","Mirani",6.51
"1861",1929,"Jul-Sep","FE","Mirani",5.79
"1862",1930,"Jul-Sep","FE","Mirani",10.17
"1863",1931,"Jul-Sep","FE","Mirani",6.43
"1864",1932,"Jul-Sep","FE","Mirani",2.96
"1865",1933,"Jul-Sep","FE","Mirani",1.7
"1866",1934,"Jul-Sep","FE","Mirani",8.15
"1867",1935,"Jul-Sep","FE","Mirani",2.71
"1868",1936,"Jul-Sep","FE","Mirani",12.61
"1869",1937,"Jul-Sep","FE","Mirani",6.45
"1870",1938,"Jul-Sep","FE","Mirani",3.45
"1871",1939,"Jul-Sep","FE","Mirani",4.28
"1872",1940,"Jul-Sep","FE","Mirani",8.48
"1873",1941,"Jul-Sep","FE","Mirani",12.2
"1874",1942,"Jul-Sep","FE","Mirani",12.09
"1875",1943,"Jul-Sep","FE","Mirani",3.99
"1876",1944,"Jul-Sep","FE","Mirani",7.02
"1877",1945,"Jul-Sep","FE","Mirani",6.54
"1878",1946,"Jul-Sep","FE","Mirani",7.55
"1879",1947,"Jul-Sep","FE","Mirani",6.25
"1880",1948,"Jul-Sep","FE","Mirani",6.72
"1881",1949,"Jul-Sep","FE","Mirani",3.31
"1882",1950,"Jul-Sep","FE","Mirani",25.53
"1883",1951,"Jul-Sep","FE","Mirani",5.67
"1884",1952,"Jul-Sep","FE","Mirani",5.9
"1885",1953,"Jul-Sep","FE","Mirani",2.02
"1886",1954,"Jul-Sep","FE","Mirani",7.35
"1887",1955,"Jul-Sep","FE","Mirani",13.06
"1888",1956,"Jul-Sep","FE","Mirani",13.54
"1889",1957,"Jul-Sep","FE","Mirani",3.63
"1890",1958,"Jul-Sep","FE","Mirani",9.85
"1891",1959,"Jul-Sep","FE","Mirani",4.08
"1892",1960,"Jul-Sep","FE","Mirani",6.45
"1893",1961,"Jul-Sep","FE","Mirani",6.03
"1894",1962,"Jul-Sep","FE","Mirani",4.01
"1895",1963,"Jul-Sep","FE","Mirani",9.21
"1896",1964,"Jul-Sep","FE","Mirani",3.27
"1897",1965,"Jul-Sep","FE","Mirani",2.79
"1898",1966,"Jul-Sep","FE","Mirani",2.68
"1899",1967,"Jul-Sep","FE","Mirani",8.95
"1900",1968,"Jul-Sep","FE","Mirani",6.07
"1901",1969,"Jul-Sep","FE","Mirani",4.18
"1902",1970,"Jul-Sep","FE","Mirani",4.07
"1903",1971,"Jul-Sep","FE","Mirani",4.03
"1904",1972,"Jul-Sep","FE","Mirani",6.46
"1905",1973,"Jul-Sep","FE","Mirani",5.47
"1906",1974,"Jul-Sep","FE","Mirani",9.73
"1907",1975,"Jul-Sep","FE","Mirani",5.08
"1908",1976,"Jul-Sep","FE","Mirani",8.29
"1909",1977,"Jul-Sep","FE","Mirani",10.06
"1910",1978,"Jul-Sep","FE","Mirani",3.06
"1911",1979,"Jul-Sep","FE","Mirani",7.32
"1912",1980,"Jul-Sep","FE","Mirani",5.12
"1913",1981,"Jul-Sep","FE","Mirani",7.39
"1914",1982,"Jul-Sep","FE","Mirani",3.54
"1915",1983,"Jul-Sep","FE","Mirani",3.59
"1916",1984,"Jul-Sep","FE","Mirani",2.19
"1917",1985,"Jul-Sep","FE","Mirani",7.93
"1918",1986,"Jul-Sep","FE","Mirani",2.93
"1919",1987,"Jul-Sep","FE","Mirani",4.31
"1920",1988,"Jul-Sep","FE","Mirani",5.04
"1921",1989,"Jul-Sep","FE","Mirani",14.91
"1922",1990,"Jul-Sep","FE","Mirani",12.65
"1923",1991,"Jul-Sep","FE","Mirani",5.94
"1924",1992,"Jul-Sep","FE","Mirani",9.64
"1925",1993,"Jul-Sep","FE","Mirani",3.43
"1926",1994,"Jul-Sep","FE","Mirani",2.02
"1927",1995,"Jul-Sep","FE","Mirani",2.02
"1928",1996,"Jul-Sep","FE","Mirani",2.02
"1929",1997,"Jul-Sep","FE","Mirani",4.39
"1930",1998,"Jul-Sep","FE","Mirani",4.98
"1931",1999,"Jul-Sep","FE","Mirani",6.71
"1932",2000,"Jul-Sep","FE","Mirani",11.42
"1933",2001,"Jul-Sep","FE","Mirani",3.13
"1934",2002,"Jul-Sep","FE","Mirani",3.95
"1935",2003,"Jul-Sep","FE","Mirani",2.88
"1936",2004,"Jul-Sep","FE","Mirani",4.65
"1937",2005,"Jul-Sep","FE","Mirani",4.81
"1938",2006,"Jul-Sep","FE","Mirani",3.25
"1939",2007,"Jul-Sep","FE","Mirani",10.29
"1940",2008,"Jul-Sep","FE","Mirani",4.81
"1941",2009,"Jul-Sep","FE","Mirani",3.15
"1942",2010,"Jul-Sep","FE","Mirani",9.46
"1943",2011,"Jul-Sep","FE","Mirani",11.84
"1944",2012,"Jul-Sep","FE","Mirani",14.26
"1945",2013,"Jul-Sep","FE","Mirani",9.13
"1946",2014,"Jul-Sep","FE","Mirani",3.59
"1947",2015,"Jul-Sep","FE","Mirani",5.04
"1948",2016,"Jul-Sep","FE","Mirani",6.3
"1949",2017,"Jul-Sep","FE","Mirani",5.57
"1950",2018,"Jul-Sep","FE","Mirani",2
"1951",1889,"Oct-Dec","FE","Mirani",4.01
"1952",1890,"Oct-Dec","FE","Mirani",7.43
"1953",1891,"Oct-Dec","FE","Mirani",6.04
"1954",1892,"Oct-Dec","FE","Mirani",8.86
"1955",1893,"Oct-Dec","FE","Mirani",6.71
"1956",1894,"Oct-Dec","FE","Mirani",4.14
"1957",1895,"Oct-Dec","FE","Mirani",11.85
"1958",1896,"Oct-Dec","FE","Mirani",11.85
"1959",1897,"Oct-Dec","FE","Mirani",10.87
"1960",1898,"Oct-Dec","FE","Mirani",11.67
"1961",1899,"Oct-Dec","FE","Mirani",11.66
"1962",1900,"Oct-Dec","FE","Mirani",11.41
"1963",1901,"Oct-Dec","FE","Mirani",10.04
"1964",1902,"Oct-Dec","FE","Mirani",0.43
"1965",1903,"Oct-Dec","FE","Mirani",3.86
"1966",1904,"Oct-Dec","FE","Mirani",2.82
"1967",1905,"Oct-Dec","FE","Mirani",4.01
"1968",1906,"Oct-Dec","FE","Mirani",3.26
"1969",1907,"Oct-Dec","FE","Mirani",8.55
"1970",1908,"Oct-Dec","FE","Mirani",9.46
"1971",1909,"Oct-Dec","FE","Mirani",7.52
"1972",1910,"Oct-Dec","FE","Mirani",10.42
"1973",1911,"Oct-Dec","FE","Mirani",11.83
"1974",1912,"Oct-Dec","FE","Mirani",2.74
"1975",1913,"Oct-Dec","FE","Mirani",8.85
"1976",1914,"Oct-Dec","FE","Mirani",7.89
"1977",1915,"Oct-Dec","FE","Mirani",8.06
"1978",1916,"Oct-Dec","FE","Mirani",3.55
"1979",1917,"Oct-Dec","FE","Mirani",3.44
"1980",1918,"Oct-Dec","FE","Mirani",10.08
"1981",1919,"Oct-Dec","FE","Mirani",11.12
"1982",1920,"Oct-Dec","FE","Mirani",6.85
"1983",1921,"Oct-Dec","FE","Mirani",6.65
"1984",1922,"Oct-Dec","FE","Mirani",9.94
"1985",1923,"Oct-Dec","FE","Mirani",11.52
"1986",1924,"Oct-Dec","FE","Mirani",5.12
"1987",1925,"Oct-Dec","FE","Mirani",9.29
"1988",1926,"Oct-Dec","FE","Mirani",9.34
"1989",1927,"Oct-Dec","FE","Mirani",2.57
"1990",1928,"Oct-Dec","FE","Mirani",8.13
"1991",1929,"Oct-Dec","FE","Mirani",11.85
"1992",1930,"Oct-Dec","FE","Mirani",7.17
"1993",1931,"Oct-Dec","FE","Mirani",8.67
"1994",1932,"Oct-Dec","FE","Mirani",9.67
"1995",1933,"Oct-Dec","FE","Mirani",6.51
"1996",1934,"Oct-Dec","FE","Mirani",4.47
"1997",1935,"Oct-Dec","FE","Mirani",10.7
"1998",1936,"Oct-Dec","FE","Mirani",7.79
"1999",1937,"Oct-Dec","FE","Mirani",10.5
"2000",1938,"Oct-Dec","FE","Mirani",6.4
"2001",1939,"Oct-Dec","FE","Mirani",9.88
"2002",1940,"Oct-Dec","FE","Mirani",8.33
"2003",1941,"Oct-Dec","FE","Mirani",4.24
"2004",1942,"Oct-Dec","FE","Mirani",3.8
"2005",1943,"Oct-Dec","FE","Mirani",9.83
"2006",1944,"Oct-Dec","FE","Mirani",9.15
"2007",1945,"Oct-Dec","FE","Mirani",5.02
"2008",1946,"Oct-Dec","FE","Mirani",11.56
"2009",1947,"Oct-Dec","FE","Mirani",11.47
"2010",1948,"Oct-Dec","FE","Mirani",11.83
"2011",1949,"Oct-Dec","FE","Mirani",11.36
"2012",1950,"Oct-Dec","FE","Mirani",14.07
"2013",1951,"Oct-Dec","FE","Mirani",11.77
"2014",1952,"Oct-Dec","FE","Mirani",11.68
"2015",1953,"Oct-Dec","FE","Mirani",9.96
"2016",1954,"Oct-Dec","FE","Mirani",4.87
"2017",1955,"Oct-Dec","FE","Mirani",9.13
"2018",1956,"Oct-Dec","FE","Mirani",5.32
"2019",1957,"Oct-Dec","FE","Mirani",10.04
"2020",1958,"Oct-Dec","FE","Mirani",9.13
"2021",1959,"Oct-Dec","FE","Mirani",11.55
"2022",1960,"Oct-Dec","FE","Mirani",11.42
"2023",1961,"Oct-Dec","FE","Mirani",7.56
"2024",1962,"Oct-Dec","FE","Mirani",10.9
"2025",1963,"Oct-Dec","FE","Mirani",9.68
"2026",1964,"Oct-Dec","FE","Mirani",8.21
"2027",1965,"Oct-Dec","FE","Mirani",4.23
"2028",1966,"Oct-Dec","FE","Mirani",2.08
"2029",1967,"Oct-Dec","FE","Mirani",2.1
"2030",1968,"Oct-Dec","FE","Mirani",10.68
"2031",1969,"Oct-Dec","FE","Mirani",6.99
